time,data
1.7624507417555843e+18,Error Code 0: No fault - Motor operating normally
1.762450741805593e+18,Error Code 0: No fault - Motor operating normally
1.7624507418561073e+18,Error Code 0: No fault - Motor operating normally
1.7624507419060319e+18,Error Code 0: No fault - Motor operating normally
1.7624507419562698e+18,Error Code 0: No fault - Motor operating normally
1.762450742006007e+18,Error Code 0: No fault - Motor operating normally
1.7624507420560425e+18,Error Code 0: No fault - Motor operating normally
1.762450742107384e+18,Error Code 0: No fault - Motor operating normally
1.7624507421561152e+18,Error Code 0: No fault - Motor operating normally
1.762450742206175e+18,Error Code 0: No fault - Motor operating normally
1.7624507422556961e+18,Error Code 0: No fault - Motor operating normally
1.762450742306166e+18,Error Code 0: No fault - Motor operating normally
1.7624507423560957e+18,Error Code 0: No fault - Motor operating normally
1.7624507424053315e+18,Error Code 0: No fault - Motor operating normally
1.7624507424555845e+18,Error Code 0: No fault - Motor operating normally
1.7624507425132186e+18,Error Code 0: No fault - Motor operating normally
1.7624507425546552e+18,Error Code 0: No fault - Motor operating normally
1.7624507426045402e+18,Error Code 0: No fault - Motor operating normally
1.7624507426554488e+18,Error Code 0: No fault - Motor operating normally
1.7624507427050724e+18,Error Code 0: No fault - Motor operating normally
1.7624507427556099e+18,Error Code 0: No fault - Motor operating normally
1.7624507428057234e+18,Error Code 0: No fault - Motor operating normally
1.7624507428566103e+18,Error Code 0: No fault - Motor operating normally
1.7624507429045123e+18,Error Code 0: No fault - Motor operating normally
1.762450742973079e+18,Error Code 0: No fault - Motor operating normally
1.7624507430147592e+18,Error Code 0: No fault - Motor operating normally
1.762450743059302e+18,Error Code 0: No fault - Motor operating normally
1.762450743105261e+18,Error Code 0: No fault - Motor operating normally
1.7624507431557322e+18,Error Code 0: No fault - Motor operating normally
1.7624507432070088e+18,Error Code 0: No fault - Motor operating normally
1.7624507432565356e+18,Error Code 0: No fault - Motor operating normally
1.7624507433068616e+18,Error Code 0: No fault - Motor operating normally
1.7624507433564572e+18,Error Code 0: No fault - Motor operating normally
1.7624507434059046e+18,Error Code 0: No fault - Motor operating normally
1.7624507434557606e+18,Error Code 0: No fault - Motor operating normally
1.7624507435057009e+18,Error Code 0: No fault - Motor operating normally
1.7624507435568138e+18,Error Code 0: No fault - Motor operating normally
1.7624507436059707e+18,Error Code 0: No fault - Motor operating normally
1.7624507436559852e+18,Error Code 0: No fault - Motor operating normally
1.7624507437060518e+18,Error Code 0: No fault - Motor operating normally
1.7624507437551345e+18,Error Code 0: No fault - Motor operating normally
1.7624507438059868e+18,Error Code 0: No fault - Motor operating normally
1.7624507438562967e+18,Error Code 0: No fault - Motor operating normally
1.762450743907865e+18,Error Code 0: No fault - Motor operating normally
1.7624507439552707e+18,Error Code 0: No fault - Motor operating normally
1.7624507440061356e+18,Error Code 0: No fault - Motor operating normally
1.762450744058157e+18,Error Code 0: No fault - Motor operating normally
1.7624507441044974e+18,Error Code 0: No fault - Motor operating normally
1.7624507441547942e+18,Error Code 0: No fault - Motor operating normally
1.7624507442052152e+18,Error Code 0: No fault - Motor operating normally
1.7624507442553032e+18,Error Code 0: No fault - Motor operating normally
1.7624507443052124e+18,Error Code 0: No fault - Motor operating normally
1.7624507443585482e+18,Error Code 0: No fault - Motor operating normally
1.762450744408681e+18,Error Code 0: No fault - Motor operating normally
1.7624507444592694e+18,Error Code 0: No fault - Motor operating normally
1.7624507445047086e+18,Error Code 0: No fault - Motor operating normally
1.7624507445623378e+18,Error Code 0: No fault - Motor operating normally
1.7624507446057052e+18,Error Code 0: No fault - Motor operating normally
1.762450744656844e+18,Error Code 0: No fault - Motor operating normally
1.7624507447062075e+18,Error Code 0: No fault - Motor operating normally
1.76245074475594e+18,Error Code 0: No fault - Motor operating normally
1.7624507448096868e+18,Error Code 0: No fault - Motor operating normally
1.7624507448595889e+18,Error Code 0: No fault - Motor operating normally
1.7624507449046758e+18,Error Code 0: No fault - Motor operating normally
1.7624507449659597e+18,Error Code 0: No fault - Motor operating normally
1.7624507450096133e+18,Error Code 0: No fault - Motor operating normally
1.7624507450556104e+18,Error Code 0: No fault - Motor operating normally
1.7624507451066033e+18,Error Code 0: No fault - Motor operating normally
1.7624507451568064e+18,Error Code 0: No fault - Motor operating normally
1.762450745210086e+18,Error Code 0: No fault - Motor operating normally
1.7624507452606815e+18,Error Code 0: No fault - Motor operating normally
1.7624507453050243e+18,Error Code 0: No fault - Motor operating normally
1.7624507453556398e+18,Error Code 0: No fault - Motor operating normally
1.7624507454056484e+18,Error Code 0: No fault - Motor operating normally
1.762450745454751e+18,Error Code 0: No fault - Motor operating normally
1.7624507455146217e+18,Error Code 0: No fault - Motor operating normally
1.762450745556518e+18,Error Code 0: No fault - Motor operating normally
1.7624507456053322e+18,Error Code 0: No fault - Motor operating normally
