time,name,position,abs_position,velocity,torque,current,temperature
1.7624507312825324e+18,knee,-0.012779430486261845,-0.012779430486261845,0.00976801011711359,-0.30607473850250244,-0.035164836794137955,63
1.7624507313049997e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507313548777e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.00976801011711359,-0.30607473850250244,-0.035164836794137955,63
1.7624507314104893e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.00976801011711359,-0.30607473850250244,-0.035164836794137955,63
1.7624507314566205e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.762450731506155e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.00976801011711359,-0.30607473850250244,-0.035164836794137955,63
1.7624507315566075e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.7624507316060708e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507316561587e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507317060393e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507317560768e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.017582418397068977,-0.30607473850250244,-0.035164836794137955,63
1.7624507318059694e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.00976801011711359,-0.30607473850250244,-0.035164836794137955,63
1.7624507318562168e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507319066865e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.00976801011711359,-0.30607473850250244,-0.035164836794137955,63
1.7624507319563277e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.7624507320061588e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.00976801011711359,-0.30607473850250244,-0.035164836794137955,63
1.7624507320550625e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.762450732105497e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.7624507321566774e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507322062118e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507322561564e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507323065603e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507323563267e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.7624507324063764e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.00976801011711359,-0.30607473850250244,-0.035164836794137955,63
1.7624507324560627e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.7624507325063939e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.7624507325566282e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.7624507326062262e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507326573588e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.762450732708434e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
1.7624507327553907e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.013675213791429996,-0.30607473850250244,-0.035164836794137955,63
1.7624507328055777e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.00976801011711359,-0.30607473850250244,-0.035164836794137955,63
1.7624507328575683e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.762450732906859e+18,knee,-0.00019073777366429567,-0.00019073777366429567,-0.005860805977135897,-0.30607473850250244,-0.035164836794137955,63
1.7624507329575875e+18,knee,-0.00019073777366429567,-0.00019073777366429567,0.0019536020699888468,-0.30607473850250244,-0.035164836794137955,63
