time,name,position,abs_position,velocity,torque,current,temperature
1.7624507315453553e+18,wheel1,4.471084117889404,4.471084117889404,0.061050061136484146,-0.037545789033174515,-0.030525030568242073,62
1.7624507315956762e+18,wheel1,4.471084117889404,4.471084117889404,-0.061050061136484146,-0.037545789033174515,-0.030525030568242073,62
1.7624507316464579e+18,wheel1,4.471084117889404,4.471084117889404,-0.012210012413561344,-0.037545789033174515,-0.030525030568242073,62
1.7624507316956997e+18,wheel1,4.471084117889404,4.471084117889404,-0.03663003817200661,-0.037545789033174515,-0.030525030568242073,62
1.762450731745603e+18,wheel1,4.471084117889404,4.471084117889404,-0.13431014120578766,-0.037545789033174515,-0.030525030568242073,62
1.762450731794761e+18,wheel1,4.471465587615967,4.471465587615967,0.23199023306369781,-0.037545789033174515,-0.030525030568242073,62
1.762450731844129e+18,wheel1,4.471084117889404,4.471084117889404,-0.012210012413561344,-0.037545789033174515,-0.030525030568242073,62
1.7624507318956557e+18,wheel1,4.471084117889404,4.471084117889404,0.08547008782625198,-0.037545789033174515,-0.030525030568242073,62
1.762450731944823e+18,wheel1,4.471084117889404,4.471084117889404,0.08547008782625198,-0.037545789033174515,-0.030525030568242073,62
1.7624507319965338e+18,wheel1,4.471084117889404,4.471084117889404,0.10989011079072952,-0.037545789033174515,-0.030525030568242073,62
1.762450732045971e+18,wheel1,4.471084117889404,4.471084117889404,0.061050061136484146,-0.037545789033174515,-0.030525030568242073,62
1.7624507320955686e+18,wheel1,4.471084117889404,4.471084117889404,0.061050061136484146,-0.037545789033174515,-0.030525030568242073,62
1.76245073214518e+18,wheel1,4.471084117889404,4.471084117889404,-0.012210012413561344,-0.037545789033174515,-0.030525030568242073,62
1.7624507321945065e+18,wheel1,4.471084117889404,4.471084117889404,-0.03663003817200661,-0.037545789033174515,-0.030525030568242073,62
1.7624507322455245e+18,wheel1,4.471084117889404,4.471084117889404,-0.13431014120578766,-0.037545789033174515,-0.030525030568242073,62
1.762450732295519e+18,wheel1,4.471084117889404,4.471084117889404,0.012210012413561344,-0.037545789033174515,-0.030525030568242073,62
1.7624507323457318e+18,wheel1,4.471084117889404,4.471084117889404,-0.061050061136484146,-0.037545789033174515,-0.030525030568242073,62
1.7624507323955625e+18,wheel1,4.471084117889404,4.471084117889404,-0.08547008782625198,-0.037545789033174515,-0.030525030568242073,62
1.7624507324465715e+18,wheel1,4.471084117889404,4.471084117889404,-0.08547008782625198,-0.037545789033174515,-0.030525030568242073,62
1.762450732494259e+18,wheel1,4.471084117889404,4.471084117889404,0.03663003817200661,-0.037545789033174515,-0.030525030568242073,62
1.7624507325458417e+18,wheel1,4.471084117889404,4.471084117889404,0.012210012413561344,-0.037545789033174515,-0.030525030568242073,62
1.762450732594021e+18,wheel1,4.471084117889404,4.471084117889404,-0.012210012413561344,-0.037545789033174515,-0.030525030568242073,62
