time,data
1.7624507429612902e+18,Error Code 0: No fault - Motor operating normally
1.7624507430091397e+18,Error Code 0: No fault - Motor operating normally
1.762450743061033e+18,Error Code 0: No fault - Motor operating normally
1.7624507431058406e+18,Error Code 0: No fault - Motor operating normally
1.7624507431571853e+18,Error Code 0: No fault - Motor operating normally
1.7624507432071357e+18,Error Code 0: No fault - Motor operating normally
1.76245074325758e+18,Error Code 0: No fault - Motor operating normally
1.7624507433069297e+18,Error Code 0: No fault - Motor operating normally
1.762450743356559e+18,Error Code 0: No fault - Motor operating normally
1.7624507434062984e+18,Error Code 0: No fault - Motor operating normally
1.7624507434568195e+18,Error Code 0: No fault - Motor operating normally
1.7624507435064484e+18,Error Code 0: No fault - Motor operating normally
1.762450743557295e+18,Error Code 0: No fault - Motor operating normally
1.7624507436068334e+18,Error Code 0: No fault - Motor operating normally
1.7624507436571313e+18,Error Code 0: No fault - Motor operating normally
1.7624507437061645e+18,Error Code 0: No fault - Motor operating normally
1.7624507437565097e+18,Error Code 0: No fault - Motor operating normally
1.7624507438076357e+18,Error Code 0: No fault - Motor operating normally
1.7624507438563476e+18,Error Code 0: No fault - Motor operating normally
1.7624507439056338e+18,Error Code 0: No fault - Motor operating normally
1.7624507439596362e+18,Error Code 0: No fault - Motor operating normally
1.7624507440065981e+18,Error Code 0: No fault - Motor operating normally
1.7624507440621056e+18,Error Code 0: No fault - Motor operating normally
1.7624507441061332e+18,Error Code 0: No fault - Motor operating normally
1.7624507441560847e+18,Error Code 0: No fault - Motor operating normally
1.7624507442058222e+18,Error Code 0: No fault - Motor operating normally
1.7624507442563028e+18,Error Code 0: No fault - Motor operating normally
1.7624507443067569e+18,Error Code 0: No fault - Motor operating normally
1.7624507443586268e+18,Error Code 0: No fault - Motor operating normally
1.7624507444126656e+18,Error Code 0: No fault - Motor operating normally
1.7624507444625004e+18,Error Code 0: No fault - Motor operating normally
1.7624507445076641e+18,Error Code 0: No fault - Motor operating normally
1.7624507445681746e+18,Error Code 0: No fault - Motor operating normally
1.762450744606875e+18,Error Code 0: No fault - Motor operating normally
1.7624507446587615e+18,Error Code 0: No fault - Motor operating normally
1.7624507447071762e+18,Error Code 0: No fault - Motor operating normally
1.762450744756845e+18,Error Code 0: No fault - Motor operating normally
1.7624507448097454e+18,Error Code 0: No fault - Motor operating normally
1.7624507448577198e+18,Error Code 0: No fault - Motor operating normally
1.7624507449058245e+18,Error Code 0: No fault - Motor operating normally
1.762450744959049e+18,Error Code 0: No fault - Motor operating normally
1.7624507450190559e+18,Error Code 0: No fault - Motor operating normally
1.7624507450566333e+18,Error Code 0: No fault - Motor operating normally
1.7624507451076726e+18,Error Code 0: No fault - Motor operating normally
1.7624507451568786e+18,Error Code 0: No fault - Motor operating normally
1.7624507452206285e+18,Error Code 0: No fault - Motor operating normally
1.7624507452565594e+18,Error Code 0: No fault - Motor operating normally
1.7624507453074527e+18,Error Code 0: No fault - Motor operating normally
1.7624507453572713e+18,Error Code 0: No fault - Motor operating normally
1.7624507454247483e+18,Error Code 0: No fault - Motor operating normally
1.7624507454562836e+18,Error Code 0: No fault - Motor operating normally
1.7624507455112556e+18,Error Code 0: No fault - Motor operating normally
1.7624507455572444e+18,Error Code 0: No fault - Motor operating normally
1.7624507456071421e+18,Error Code 0: No fault - Motor operating normally
1.7624507456572746e+18,Error Code 0: No fault - Motor operating normally
1.762450745708932e+18,Error Code 0: No fault - Motor operating normally
1.7624507457560765e+18,Error Code 0: No fault - Motor operating normally
1.7624507458070036e+18,Error Code 0: No fault - Motor operating normally
1.762450745856612e+18,Error Code 0: No fault - Motor operating normally
1.762450745907083e+18,Error Code 0: No fault - Motor operating normally
1.7624507459563313e+18,Error Code 0: No fault - Motor operating normally
1.7624507460065295e+18,Error Code 0: No fault - Motor operating normally
1.7624507460565071e+18,Error Code 0: No fault - Motor operating normally
1.762450746108971e+18,Error Code 0: No fault - Motor operating normally
1.762450746157402e+18,Error Code 0: No fault - Motor operating normally
1.7624507462082345e+18,Error Code 0: No fault - Motor operating normally
1.7624507462562445e+18,Error Code 0: No fault - Motor operating normally
1.7624507463079037e+18,Error Code 0: No fault - Motor operating normally
1.7624507463572874e+18,Error Code 0: No fault - Motor operating normally
1.762450746407535e+18,Error Code 0: No fault - Motor operating normally
1.7624507464598405e+18,Error Code 0: No fault - Motor operating normally
1.76245074650637e+18,Error Code 0: No fault - Motor operating normally
1.7624507465571832e+18,Error Code 0: No fault - Motor operating normally
1.7624507466075052e+18,Error Code 0: No fault - Motor operating normally
1.7624507466570043e+18,Error Code 0: No fault - Motor operating normally
1.7624507467076088e+18,Error Code 0: No fault - Motor operating normally
1.7624507467588278e+18,Error Code 0: No fault - Motor operating normally
1.7624507468093655e+18,Error Code 0: No fault - Motor operating normally
1.7624507468554575e+18,Error Code 0: No fault - Motor operating normally
1.7624507468716572e+18,Error Code 0: No fault - Motor operating normally
1.7624507469066908e+18,Error Code 0: No fault - Motor operating normally
1.7624507469563185e+18,Error Code 0: No fault - Motor operating normally
1.7624507470061683e+18,Error Code 0: No fault - Motor operating normally
1.7624507470563779e+18,Error Code 0: No fault - Motor operating normally
1.7624507471069632e+18,Error Code 0: No fault - Motor operating normally
